fid,סמל ועדה,שם ועדה,סמל ישוב בחירות,שם ישוב בחירות,סמל קלפי,סמל רכוז,כתובת קלפי,מקום קלפי,נגישה,נגישה מיוחדת,בוחרי כנסת בפועל
"2172","13",רחובות,"1336",אירוס,1,"1",אירוס,חדר שירות בית הכנסת,כ,כ,"531"
"2173","13",רחובות,"562",בית אלעזרי,1,"1",בית אלעזרי,בית ספר בראשית,כ,כ,"530"
"2174","13",רחובות,"562",בית אלעזרי,2,"1",בית אלעזרי,בית ספר בראשית, , ,"558"
"2175","13",רחובות,"571",בית גמליאל,1,"3",בית גמליאל,אולם שמחות,כ,כ,"367"
"2176","13",רחובות,"571",בית גמליאל,2,"3",בית גמליאל,אולם שמחות, , ,"388"
"2177","13",רחובות,"2033",בית חלקיה,1,"1",בית חלקיה,אולם שמחות,כ,כ,"484"
"2178","13",רחובות,"159",בית חנן,1,"1","דרך המיסדים,1 ",בית תרבות אולם אשכול, , ,"508"
"2179","13",רחובות,"202",בית עובד,1,"1",בית עובד,מועדון,כ,כ,"255"
"2180","13",רחובות,"848",בית רבן,1,"1",בית רבן,מכללת גבעת וושינגטון,כ,כ,"299"
"2181","13",רחובות,"760",בן זכאי,1,"1",בן זכאי,מזכירות (בית העם),כ,כ,"584"
"2182","13",רחובות,"592",בני דרום,1,"1",בני דרום,מזכירות - מועדון,כ,כ,"550"
"2183","13",רחובות,"588",בני ראם,1,"1",מרווה,מועדון פיס קהילתי,כ, ,"500"
"2184","13",רחובות,"588",בני ראם,2,"1",מרווה,מועדון פיס קהילתי,כ,כ,"427"
"2185","13",רחובות,"685",בניה,1,"1",בניה,בית העם (מועדון),כ,כ,"616"
"2186","13",רחובות,"853",גאליה,1.1,"1",גאליה,מועדון,כ,כ,"410"
"2187","13",רחובות,"853",גאליה,1.2,"1",גאליה,מועדון, , ,"410"
"2188","13",רחובות,"147",גבעת ברנר,3.1,"1",גבעת ברנר,מועדון,כ,כ,"641"
"2189","13",רחובות,"147",גבעת ברנר,3.2,"1",גבעת ברנר,מועדון, , ,"641"
"2190","13",רחובות,"147",גבעת ברנר,3.3,"1",גבעת ברנר,מועדון, , ,"641"
"2191","13",רחובות,"2550",גדרה,1,"8","ויצמן,13 ",ספריה עירונית,כ,כ,"712"
"2192","13",רחובות,"196",גיבתון,1,"1",המייסדים,בית התרבות (מועדון),כ,כ,"276"
"2193","13",רחובות,"1072",גן הדרום,1,"1",גן הדרום,בית העם,כ,כ,"344"
"2194","13",רחובות,"166",גן יבנה,2.1,"2","דרך יצחק רבין,2 ",אורט רבין,כ,כ,"653"
"2195","13",רחובות,"166",גן יבנה,2.2,"2","דרך יצחק רבין,2 ",אורט רבין,כ, ,"653"
"2196","13",רחובות,"166",גן יבנה,2.3,"2","דרך יצחק רבין,2 ",אורט רבין, , ,"653"
"2197","13",רחובות,"166",גן יבנה,2.4,"2","דרך יצחק רבין,2 ",אורט רבין, , ,"653"
"2198","13",רחובות,"166",גן יבנה,2.5,"2","דרך יצחק רבין,2 ",אורט רבין, , ,"653"
"2199","13",רחובות,"166",גן יבנה,2.6,"2","דרך יצחק רבין,2 ",אורט רבין, , ,"650"
"2200","13",רחובות,"166",גן יבנה,6,"9",השופטים,גן הדס / גן דקל, , ,"545"
"2201","13",רחובות,"166",גן יבנה,17,"10",חשמונאים,גן מכבים, , ,"554"
"2202","13",רחובות,"311",גן שורק,1,"1",גן שורק,מועדון, , ,"266"
"2203","13",רחובות,"144",גן שלמה,1,"1",גן שלמה,מזכירות,כ,כ,"413"
"2204","13",רחובות,"1371",גני טל,1,"1",גני טל,מזכירות חדר הנצחה,כ,כ,"455"
"2205","13",רחובות,"862",גני יוחנן,1,"1",הרקפת,בית הפיס לנוער,כ,כ,"520"
"2206","13",רחובות,"363",חפץ חיים,1,"1",חפץ חיים,מזכירות הקיבוץ,כ,כ,"370"
"2207","13",רחובות,"2660",יבנה,3,"8","הנרקיס,3 ",מרכז שכונתי - בית סלומון,כ,כ,"619"
"2208","13",רחובות,"2660",יבנה,5.1,"12","חרמון,13 ",גן נרקיס-חרמון,כ,כ,"717"
"2209","13",רחובות,"2660",יבנה,5.2,"12","חרמון,13 ",גן נרקיס-חרמון,כ, ,"717"
"2210","13",רחובות,"2660",יבנה,6.1,"21","סנפיר,6 ",בית ספר לאומנויות,כ,כ,"663"
"2211","13",רחובות,"2660",יבנה,6.2,"21","סנפיר,6 ",בית ספר לאומנויות, , ,"663"
"2212","13",רחובות,"2660",יבנה,6.3,"21","סנפיר,6 ",בית ספר לאומנויות, , ,"663"
"2213","13",רחובות,"2660",יבנה,9,"8","הנרקיס,3 ",מרכז שכונתי - בית סלומון, , ,"664"
"2214","13",רחובות,"2660",יבנה,21.1,"13","האלון,27 ",מרכז ספורט,כ,כ,"613"
"2215","13",רחובות,"2660",יבנה,21.2,"13","האלון,27 ",מרכז ספורט,כ, ,"613"
"2216","13",רחובות,"2660",יבנה,26.1,"19",הנגב,מועדון נוער עירוני - נווה אילן, , ,"516"
"2217","13",רחובות,"2660",יבנה,26.2,"19",הנגב,מועדון נוער עירוני - נווה אילן, , ,"516"
"2218","13",רחובות,"2660",יבנה,31,"18","פטל,1 ",מועדון נוער, , ,"453"
"2219","13",רחובות,"2660",יבנה,38,"18","פטל,1 ",מועדון נוער, , ,"442"
"2220","13",רחובות,"2660",יבנה,62.1,"20","שד הציונות,14 ",בית ספר מרחבים,כ,כ,"558"
"2221","13",רחובות,"2660",יבנה,62.2,"20","שד הציונות,14 ",בית ספר מרחבים,כ, ,"558"
"2222","13",רחובות,"2660",יבנה,62.3,"20","שד הציונות,14 ",בית ספר מרחבים,כ, ,"558"
"2223","13",רחובות,"2660",יבנה,62.4,"20","שד הציונות,14 ",בית ספר מרחבים,כ, ,"558"
"2224","13",רחובות,"577",יד בנימין,1,"2","הראל,11 ",מתנס נחל שורק,כ,כ,"601"
"2225","13",רחובות,"577",יד בנימין,2,"2","הראל,11 ",מתנס נחל שורק, , ,"599"
"2226","13",רחובות,"577",יד בנימין,3,"2","הראל,11 ",מתנס נחל שורק, , ,"575"
"2227","13",רחובות,"577",יד בנימין,4,"2","הראל,11 ",מתנס נחל שורק,כ, ,"636"
"2228","13",רחובות,"440",יסודות,1,"1",יסודות,בית חנה,כ,כ,"352"
"2229","13",רחובות,"857",כפר אביב,1,"1",כפר אביב,מועדון,כ,כ,"562"
"2230","13",רחובות,"764",כפר מרדכי,1,"1",כפר מרדכי,בית ויצו,כ,כ,"478"
"2231","13",רחובות,"1094",כרם יבנה (ישיבה),1,"1",כרם יבנה (ישיבה),בית אורפיס,כ,כ,"138"
"2232","13",רחובות,"28",מזכרת בתיה,1,"6","שד אליהו,4 ",מתנס - מפגשים,כ,כ,"598"
"2233","13",רחובות,"28",מזכרת בתיה,9,"6","שד אליהו,4 ",מתנס - מפגשים,כ, ,"689"
"2234","13",רחובות,"28",מזכרת בתיה,12,"6","שד אליהו,4 ",מתנס - מפגשים, , ,"578"
"2235","13",רחובות,"28",מזכרת בתיה,18.1,"7","שד רפאל סויסה,40 ",בית ספר נבון, , ,"633"
"2236","13",רחובות,"28",מזכרת בתיה,18.2,"7","שד רפאל סויסה,40 ",בית ספר נבון, , ,"633"
"2237","13",רחובות,"28",מזכרת בתיה,18.3,"7","שד רפאל סויסה,40 ",בית ספר נבון, , ,"632"
"2238","13",רחובות,"1411",מחנה הילה,1,"1",מחנה הילה,מועדון משפחות, , ,"133"
"2239","13",רחובות,"1412",מחנה תל נוף,1,"1",מחנה תל נוף,מועדון משפחות, , ,"158"
"2240","13",רחובות,"731",מישר,1,"1",מישר,מזכירות, , ,"486"
"2241","13",רחובות,"765",משגב דב,1,"1",היוגב,בית רות,כ,כ,"521"
"2242","13",רחובות,"174",נטעים,1,"2",נטעים,מרפאה, , ,"592"
"2243","13",רחובות,"720",ניר גלים,1,"2",ניר גלים,מועדון לחבר,כ,כ,"664"
"2244","13",רחובות,"7200",נס ציונה,2.1,"6","שבטי ישראל,14 ",מרכז קהילתי-יד אליעזר, , ,"543"
"2245","13",רחובות,"7200",נס ציונה,2.2,"6","שבטי ישראל,14 ",מרכז קהילתי-יד אליעזר, , ,"543"
"2246","13",רחובות,"7200",נס ציונה,2.3,"6","שבטי ישראל,14 ",מרכז קהילתי-יד אליעזר, , ,"542"
"2247","13",רחובות,"7200",נס ציונה,15.1,"9",שינדלר אוסקר,בית ספר גולדה,כ,כ,"669"
"2248","13",רחובות,"7200",נס ציונה,15.2,"9",שינדלר אוסקר,בית ספר גולדה, , ,"669"
"2249","13",רחובות,"7200",נס ציונה,15.3,"9",שינדלר אוסקר,בית ספר גולדה, , ,"669"
"2250","13",רחובות,"7200",נס ציונה,952.1,"12",בוקסר אהרון,גן לוטם,כ,כ,"646"
"2251","13",רחובות,"7200",נס ציונה,952.2,"12",בוקסר אהרון,גן לוטם, , ,"646"
"2252","13",רחובות,"1372",נצר חזני,1,"1",נצר חזני,מוקד קהילתי,כ,כ,"295"
"2253","13",רחובות,"156",עיינות,1,"1",עיינות,בית תרבות - אולם אשכול, , ,"146"
"2254","13",רחובות,"591",עשרת,1,"1",עשרת,מתנס, , ,"486"
"2255","13",רחובות,"591",עשרת,2,"1",עשרת,מתנס, , ,"395"
"2256","13",רחובות,"597",פלמחים,1,"2",פלמחים,מועדון הצוק, , ,"638"
"2257","13",רחובות,"334",קבוצת יבנה,1,"1",קבוצת יבנה,אולם שמחות - אולם ראשי,כ,כ,"598"
"2258","13",רחובות,"615",קדרון,1,"1",הדר,בית העם,כ,כ,"643"
"2259","13",רחובות,"615",קדרון,2,"1",הדר,בית העם, , ,"587"
"2260","13",רחובות,"469",קרית עקרון,5.1,"1","הרצל,48 ",ספריה עירונית, , ,"361"
"2261","13",רחובות,"469",קרית עקרון,5.2,"1","הרצל,48 ",ספריה עירונית, , ,"360"
"2262","13",רחובות,"469",קרית עקרון,8,"3","נרקיס,1 ",בית עינב,כ,כ,"579"
"2263","13",רחובות,"469",קרית עקרון,9,"3","נרקיס,1 ",בית עינב, , ,"540"
"2264","13",רחובות,"469",קרית עקרון,10.1,"5","דרך ירושלים,1 ",מרכז יום לקשיש,כ,כ,"724"
"2265","13",רחובות,"469",קרית עקרון,10.2,"5","דרך ירושלים,1 ",מרכז יום לקשיש,כ, ,"723"
"2266","13",רחובות,"469",קרית עקרון,11,"3","נרקיס,1 ",בית עינב, , ,"534"
"2267","13",רחובות,"469",קרית עקרון,12,"3","נרקיס,1 ",בית עינב,כ, ,"503"
"2268","13",רחובות,"469",קרית עקרון,13,"3","נרקיס,1 ",בית עינב, , ,"547"
"2269","13",רחובות,"8300",ראשון לציון,3,"3","הרב נורוק,10 ",ישיבה תיכונית מדעית, , ,"538"
"2270","13",רחובות,"8300",ראשון לציון,5,"3","הרב נורוק,10 ",ישיבה תיכונית מדעית,כ,כ,"516"
"2271","13",רחובות,"8300",ראשון לציון,6,"3","הרב נורוק,10 ",ישיבה תיכונית מדעית, , ,"569"
"2272","13",רחובות,"8300",ראשון לציון,9,"3","הרב נורוק,10 ",ישיבה תיכונית מדעית, , ,"621"
"2273","13",רחובות,"8300",ראשון לציון,10,"4","אנילביץ,34 ",ישיבת הסדר, , ,"521"
"2274","13",רחובות,"8300",ראשון לציון,13,"31","עין הקורא,23 ",גן חוני המעגל (לשעבר בית מדרש), , ,"696"
"2275","13",רחובות,"8300",ראשון לציון,19.1,"134","רמז,11 ",בית ספר הראל, , ,"638"
"2276","13",רחובות,"8300",ראשון לציון,19.2,"134","רמז,11 ",בית ספר הראל, , ,"638"
"2277","13",רחובות,"8300",ראשון לציון,19.3,"134","רמז,11 ",בית ספר הראל, , ,"638"
"2278","13",רחובות,"8300",ראשון לציון,19.4,"134","רמז,11 ",בית ספר הראל, , ,"636"
"2279","13",רחובות,"8300",ראשון לציון,34,"22","האחים סולימן,2 ",ביס אורנים (לשעבר חפץ חיים), , ,"630"
"2280","13",רחובות,"8300",ראשון לציון,63.1,"100","מרגולין,22 ",בית למדע ועמדה,כ,כ,"596"
"2281","13",רחובות,"8300",ראשון לציון,63.2,"100","מרגולין,22 ",בית למדע ועמדה,כ, ,"596"
"2282","13",רחובות,"8300",ראשון לציון,63.3,"100","מרגולין,22 ",בית למדע ועמדה,כ, ,"596"
"2283","13",רחובות,"8300",ראשון לציון,63.4,"100","מרגולין,22 ",בית למדע ועמדה,כ, ,"596"
"2284","13",רחובות,"8300",ראשון לציון,63.5,"100","מרגולין,22 ",בית למדע ועמדה,כ, ,"592"
"2285","13",רחובות,"8300",ראשון לציון,66,"28",סמ גן נחום,גימנסיה גן נחום, , ,"633"
"2286","13",רחובות,"8300",ראשון לציון,70,"41","בלקינד שמשון,21 ",מרכז קהילתי עלומים,כ,כ,"595"
"2287","13",רחובות,"8300",ראשון לציון,95,"3","הרב נורוק,10 ",ישיבה תיכונית מדעית, , ,"623"
"2288","13",רחובות,"8300",ראשון לציון,96,"3","הרב נורוק,10 ",ישיבה תיכונית מדעית, , ,"574"
"2289","13",רחובות,"8300",ראשון לציון,98,"3","הרב נורוק,10 ",ישיבה תיכונית מדעית, , ,"645"
"2290","13",רחובות,"8300",ראשון לציון,124.1,"132","תנועות הנוער,2 ",המחנות העולים, , ,"673"
"2291","13",רחובות,"8300",ראשון לציון,124.2,"132","תנועות הנוער,2 ",המחנות העולים, , ,"673"
"2292","13",רחובות,"8300",ראשון לציון,124.3,"132","תנועות הנוער,2 ",המחנות העולים, , ,"672"
"2293","13",רחובות,"8300",ראשון לציון,131,"28",סמ גן נחום,גימנסיה גן נחום, , ,"507"
"2294","13",רחובות,"8300",ראשון לציון,134,"41","בלקינד שמשון,21 ",מרכז קהילתי עלומים,כ, ,"604"
"2295","13",רחובות,"8300",ראשון לציון,139,"33","לבונטין,15 ",בית זרובבל, , ,"446"
"2296","13",רחובות,"8300",ראשון לציון,140,"52","גוש עציון,23 ",תיכון מקיף ז' רביבים, , ,"498"
"2297","13",רחובות,"8300",ראשון לציון,146,"22","האחים סולימן,2 ",ביס אורנים (לשעבר חפץ חיים), , ,"638"
"2298","13",רחובות,"8300",ראשון לציון,147,"117","בית יוסף,12 ",מועדון גימלאים (בית -הקשיש),כ, ,"530"
"2299","13",רחובות,"8300",ראשון לציון,158.1,"30","שדה נחום,4 ",נתיב האולפנה,כ,כ,"583"
"2300","13",רחובות,"8300",ראשון לציון,158.2,"30","שדה נחום,4 ",נתיב האולפנה,כ, ,"583"
"2301","13",רחובות,"8300",ראשון לציון,158.3,"30","שדה נחום,4 ",נתיב האולפנה,כ, ,"582"
"2302","13",רחובות,"8300",ראשון לציון,162,"52","גוש עציון,23 ",תיכון מקיף ז' רביבים,כ,כ,"634"
"2303","13",רחובות,"8300",ראשון לציון,166,"117","בית יוסף,12 ",מועדון גימלאים (בית -הקשיש),כ,כ,"517"
"2304","13",רחובות,"8300",ראשון לציון,167,"52","גוש עציון,23 ",תיכון מקיף ז' רביבים,כ, ,"676"
"2305","13",רחובות,"8300",ראשון לציון,184,"4","אנילביץ,34 ",ישיבת הסדר, , ,"618"
"2306","13",רחובות,"8300",ראשון לציון,215,"33","לבונטין,15 ",בית זרובבל, , ,"555"
"2307","13",רחובות,"8300",ראשון לציון,218,"28",סמ גן נחום,גימנסיה גן נחום, , ,"576"
"2308","13",רחובות,"8300",ראשון לציון,244,"4","אנילביץ,34 ",ישיבת הסדר, , ,"591"
"2309","13",רחובות,"8300",ראשון לציון,256,"121","הרב צאלח משה,23 ",מועדון גימלאים,כ,כ,"652"
"2310","13",רחובות,"8300",ראשון לציון,293,"4","אנילביץ,34 ",ישיבת הסדר, , ,"456"
"2311","13",רחובות,"8300",ראשון לציון,299.1,"39","אלפסי,13 ",תיכון טכנולוגי נעמת (תימון),כ,כ,"642"
"2312","13",רחובות,"8300",ראשון לציון,299.2,"39","אלפסי,13 ",תיכון טכנולוגי נעמת (תימון),כ, ,"642"
"2313","13",רחובות,"8300",ראשון לציון,299.3,"39","אלפסי,13 ",תיכון טכנולוגי נעמת (תימון), , ,"641"
"2314","13",רחובות,"8300",ראשון לציון,303,"22","האחים סולימן,2 ",ביס אורנים (לשעבר חפץ חיים), , ,"579"
"2315","13",רחובות,"8300",ראשון לציון,304,"22","האחים סולימן,2 ",ביס אורנים (לשעבר חפץ חיים), , ,"580"
"2316","13",רחובות,"8300",ראשון לציון,336,"52","גוש עציון,23 ",תיכון מקיף ז' רביבים, , ,"605"
"2317","13",רחובות,"8400",רחובות,4.1,"22","הרב נדב דוד,5 ",מצפה רחובות - ישיבה תיכונית, , ,"568"
"2318","13",רחובות,"8400",רחובות,4.2,"22","הרב נדב דוד,5 ",מצפה רחובות - ישיבה תיכונית, , ,"568"
"2319","13",רחובות,"8400",רחובות,4.3,"22","הרב נדב דוד,5 ",מצפה רחובות - ישיבה תיכונית, , ,"568"
"2320","13",רחובות,"8400",רחובות,4.4,"22","הרב נדב דוד,5 ",מצפה רחובות - ישיבה תיכונית, , ,"568"
"2321","13",רחובות,"8400",רחובות,4.5,"22","הרב נדב דוד,5 ",מצפה רחובות - ישיבה תיכונית, , ,"567"
"2322","13",רחובות,"8400",רחובות,23.1,"28","גבורי ישראל,2 ",מכללה עירונית קמפוס רחובות,כ,כ,"506"
"2323","13",רחובות,"8400",רחובות,23.2,"28","גבורי ישראל,2 ",מכללה עירונית קמפוס רחובות, , ,"506"
"2324","13",רחובות,"8400",רחובות,23.3,"28","גבורי ישראל,2 ",מכללה עירונית קמפוס רחובות, , ,"506"
"2325","13",רחובות,"8400",רחובות,70.1,"13","טשרניחובסקי,1 ",אורט ברזילי, , ,"586"
"2326","13",רחובות,"8400",רחובות,70.2,"13","טשרניחובסקי,1 ",אורט ברזילי, , ,"586"
"2327","13",רחובות,"8400",רחובות,70.3,"13","טשרניחובסקי,1 ",אורט ברזילי, , ,"586"
